L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,Group,date,expName,psychopyVersion,frameRate,
6211.jpg,9611.jpg,3 Points,3 Points,117 points ,PS2_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,326.0090042090005,p,0.2746411250000165,326.3195405000006,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2053.jpg,9415.jpg,4 Points,4 Points,121 points,PS2_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,330.57916670899976,p,0.03139445800024987,330.6501570420005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2110.jpg,7260.jpg,5 Points,5 Points,126 points,PS2_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,334.91120041700015,p,0.37037866599985136,335.3219533749998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2030.jpg,2495.jpg,0 Points,0 Points,126 points,PS2_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,339.58194425000056,p,0.017429707999326638,339.6435767089997,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1302.jpg,2700.jpg,3 Points,3 Points,129 points,PS2_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,343.90743979200033,p,0.33311829099966417,344.28399354199973,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9010.jpg,9253.jpg,0 Points,0 Points,129 points,PS2_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,348.5304530000003,p,0.3222006659989347,348.89513883400014,,,359.26654245900045,space,2.51584208299937,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1303.jpg,2000.jpg,0 Points,0 Points,129 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,365.081974834,p,1.0340083329992922,366.15539162500045,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2200.jpg,4598.jpg,1 Point,1 Point,130 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,370.40845462500056,p,0.021594916000140074,370.486727042,1,0.7108062079996671,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6190.jpg,3120.jpg,5 Points,5 Points,135 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,375.4828427500006,p,1.1469024990001344,376.6745275000003,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2570.jpg,5500.jpg,3 Points,3 Points,138 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,380.92715054200016,p,0.0968973740000365,381.066997375,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8460.jpg,8330.jpg,0 Points,0 Points,138 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,385.32311533400025,p,0.07150204199933796,385.4272087090003,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9320.jpg,9007.jpg,0 Points,0 Points,138 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,389.6900090420004,p,0.2094559989991467,389.93564700000024,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2650.jpg,4531.jpg,5 Points,5 Points,143 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,394.19402133400035,p,0.001900373999887961,394.248424417,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
4100.jpg,6570.2.jpg,3 Points,3 Points,146 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,398.4945630840002,p,0.1642374999992171,398.70496545900005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
3102.jpg,F032.jpg,1 Point,1 Point,147 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,402.96212633400046,p,0.08973854099986056,403.13364075000027,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2240.jpg,5010.jpg,5 Points,5 Points,152 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,407.3557552500006,p,0.093850874999589,407.49783966700033,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
4605.jpg,1510.jpg,4 Points,4 Points,156 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,411.77288441700057,p,0.025127791998784232,411.84154424999997,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9490.jpg,9210.jpg,1 Point,1 Point,157 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,416.09671029200035,p,0.17040758299935987,416.3131109169999,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6821.jpg,9622.jpg,2 Points,2 Points,159 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,420.5872681669998,p,0.46675083299942344,421.082256875,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2681.jpg,7100.jpg,3 Points,3 Points,162 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,425.34486270900015,p,0.03637649999927817,425.4207037920005,3,1.279282499999681,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5622.jpg,9156.jpg,4 Points,4 Points,166 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,431.0191164170001,p,0.020926249999320135,431.0899518750002,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1111.jpg,1040.jpg,0 Points,0 Points,166 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,,,,,,,435.3326190839998,p,0.04625445799956651,435.4324160840006,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1112.jpg,6230.jpg,3 Points,3 Points,169 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,,,,,,,439.68984241700036,p,0.020070874999873922,439.7488308339998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8161.jpg,1900.jpg,4 Points,4 Points,173 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,444.0145468339997,p,0.36357049999969604,444.42018358400037,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9800.jpg,9433.jpg,1 Point,1 Point,174 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,448.67744825000045,p,0.11159954100003233,448.8353024170001,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1390.jpg,9421.jpg,2 Points,2 Points,176 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,453.08737787500013,p,0.26597995799966156,453.3900975000006,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2850.jpg,4532.jpg,3 Points,3 Points,179 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,457.65708120900035,p,0.5061850829997638,458.2004022500005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1560.jpg,8185.jpg,0 Points,0 Points,179 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,462.45749279200027,p,0.08138249999956315,462.5765289589999,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6314.jpg,O022.jpg,2 Points,2 Points,181 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,466.8406674170001,p,0.061415707999003644,466.96795691700027,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
4274.jpg,8160.jpg,2 Points,2 Points,183 points,PS2_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,471.1991940839998,p,0.06255449999935081,471.30367358400053,,,481.659154209,space,0.8836081659992487,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8117.jpg,2880.jpg,5 Points,5 Points,188 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,485.83827283400024,p,0.06305008300023474,485.9494567090005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
3220.jpg,3063.jpg,5 Points,5 Points,193 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,490.2006366249998,p,0.5257509989996834,490.7647390840002,5,0.3667389159991217,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9040.jpg,1120.jpg,3 Points,3 Points,196 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,495.4210899999998,p,0.6833277499999895,496.1462759169999,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5030.jpg,1670.jpg,3 Points,3 Points,199 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,500.4121353340006,p,0.08489166699928319,500.5310459170005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2276.jpg,6540.jpg,3 Points,3 Points,202 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,504.8090219169999,p,0.0063017499987836345,504.8490082090002,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1540.jpg,2600.jpg,1 Point,1 Point,203 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,509.10787141699984,p,0.07530020799913473,509.22231875000034,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8465.jpg,8400.jpg,1 Point,1 Point,204 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,6,6,6,,,,,,,,,,,,,,,,,,,513.4772882090001,p,0.11108437499933643,513.621974959,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
3110.jpg,9000.jpg,4 Points,4 Points,208 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,7,7,7,,,,,,,,,,,,,,,,,,,517.8854409169999,p,0.5487370829996507,518.4760671250006,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9570.jpg,6610.jpg,0 Points,0 Points,208 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,8,8,8,,,,,,,,,,,,,,,,,,,522.7365343749998,p,0.09704445799980022,522.8729202499999,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2690.jpg,9360.jpg,1 Point,1 Point,209 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,9,9,9,,,,,,,,,,,,,,,,,,,527.1328076250002,p,0.08695441699910589,527.2624014590001,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8250.jpg,1313.jpg,4 Points,4 Points,213 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,10,10,10,,,,,,,,,,,,,,,,,,,531.5299938340004,p,0.08024549999936426,531.650669959,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
3022.jpg,2352.2.jpg,0 Points,0 Points,213 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,11,11,11,,,,,,,,,,,,,,,,,,,535.9186335000004,p,0.016103249999105174,535.9792807920003,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9920.jpg,3068.jpg,5 Points,5 Points,218 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,12,12,12,,,,,,,,,,,,,,,,,,,540.2245787500005,p,0.01960158299880277,540.2957271249998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
7234.jpg,5533.jpg,3 Points,3 Points,221 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,13,13,13,,,,,,,,,,,,,,,,,,,544.556710459,p,0.04781074999937118,544.6403209170003,3,0.861273457999232,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6250.1.jpg,3301.jpg,0 Points,0 Points,221 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,14,14,14,,,,,,,,,,,,,,,,,,,549.787122834,p,0.08013508299973182,549.905429292,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2518.jpg,2381.jpg,1 Point,1 Point,222 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,554.1781996250002,p,0.47609408299922507,554.706753167,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1910.jpg,2575.jpg,2 Points,2 Points,224 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,558.9655430840003,p,0.14812754099875747,559.1438077499997,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1275.jpg,3150.jpg,1 Point,1 Point,225 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,17,17,17,,,,,,,,,,,,,,,,,,,563.4108955840002,p,0.08030958299968916,563.5443002920001,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2702.jpg,1590.jpg,5 Points,5 Points,230 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,567.8137920420004,p,0.5257147079992137,568.3922873339998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8480.jpg,6410.jpg,1 Point,1 Point,231 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,19,19,19,,,,,,,,,,,,,,,,,,,572.6477870839999,p,0.12434745799873781,572.8180788340005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5621.jpg,5534.jpg,3 Points,3 Points,234 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,20,20,20,,,,,,,,,,,,,,,,,,,577.0650466670004,p,0.2106817489993773,577.3180242919998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5972.jpg,6838.jpg,5 Points,5 Points,239 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,21,21,21,,,,,,,,,,,,,,,,,,,581.5864890840003,p,0.09470687499924679,581.7182785840005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2580.jpg,8300.jpg,3 Points,3 Points,242 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,22,22,22,,,,,,,,,,,,,,,,,,,585.9791433750006,p,0.303450458000043,586.3359137090001,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
7280.jpg,7160.jpg,0 Points,0 Points,242 points,PS2_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,23,23,23,,,,,,,,,,,,,,,,,,,590.5889907090004,p,0.4567979999992531,591.0966051670002,,,601.4659772920004,space,2.87239820799914,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6243.jpg,2752.jpg,2 Points,2 Points,244 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,607.6469618339997,p,0.3041099989995928,607.9931434589998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
8340.jpg,7546.jpg,2 Points,2 Points,246 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,,,612.2507481250004,p,0.09453495799971279,612.3801412089997,2,1.8479314169990175,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1022.jpg,6930.jpg,1 Point,1 Point,247 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,2,2,2,,,,,,,,,,,,,,,,,,,618.5163337499998,p,0.665838373999577,619.232302292,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
7230.jpg,7570.jpg,5 Points,5 Points,252 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,623.496711834,p,1.0326848739996422,624.5759107089998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5760.jpg,1602.jpg,1 Point,1 Point,253 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,628.8317968339998,p,0.8102290419992642,629.6794170000003,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9584.jpg,3400.jpg,2 Points,2 Points,255 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,633.93866325,p,0.9334251249993031,634.9185620839999,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
2560.jpg,5270.jpg,4 Points,4 Points,259 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,6,6,6,,,,,,,,,,,,,,,,,,,639.1844786669999,p,0.29249045799952,639.5245395840002,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
3350.jpg,3210.jpg,1 Point,1 Point,260 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,7,7,7,,,,,,,,,,,,,,,,,,,643.7810727920005,p,0.27620133299933514,644.0908551250004,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5455.jpg,5220.jpg,0 Points,0 Points,260 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,8,8,8,,,,,,,,,,,,,,,,,,,648.3633333750004,p,0.3703844579995348,648.767704459,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
7920.jpg,9102.jpg,3 Points,3 Points,263 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,9,9,9,,,,,,,,,,,,,,,,,,,653.0427523340004,p,0.08283279199986282,653.1711537500005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1301.jpg,1070.jpg,2 Points,2 Points,265 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,10,10,10,,,,,,,,,,,,,,,,,,,657.4362170000004,p,0.4681072499997754,657.9475251670001,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5982.jpg,5260.jpg,5 Points,5 Points,270 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,11,11,11,,,,,,,,,,,,,,,,,,,662.1989847499999,p,0.003929332999177859,662.2513287920001,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5000.jpg,8180.jpg,4 Points,4 Points,274 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,12,12,12,,,,,,,,,,,,,,,,,,,666.50421775,p,0.5120293749996563,667.0591952499999,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6244.jpg,9265.jpg,0 Points,0 Points,274 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,13,13,13,,,,,,,,,,,,,,,,,,,671.3091050419998,p,0.07839937399967312,671.4305584169997,0,0.314348290999078,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5990.jpg,5780.jpg,3 Points,3 Points,277 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,14,14,14,,,,,,,,,,,,,,,,,,,676.0178770419998,p,0.21971691599992482,676.2870200420002,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
9440.jpg,6350.jpg,4 Points,4 Points,281 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,15,15,15,,,,,,,,,,,,,,,,,,,680.5601403749997,p,0.18238737499905255,680.787965167,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
1850.jpg,5623.jpg,5 Points,5 Points,286 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,16,16,16,,,,,,,,,,,,,,,,,,,685.0398783340006,p,0.5078390419994321,685.5877635839997,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5200.jpg,5020.jpg,0 Points,0 Points,286 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,17,17,17,,,,,,,,,,,,,,,,,,,689.8390170000002,p,0.2918524989991056,690.1781660839997,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
P211.jpg,9041.jpg,4 Points,4 Points,290 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,18,18,18,,,,,,,,,,,,,,,,,,,694.4334243339999,p,0.29475962499964226,694.8042622089997,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
5600.jpg,9080.jpg,5 Points,5 Points,295 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,19,19,19,,,,,,,,,,,,,,,,,,,699.0194340420003,p,0.42501879099927464,699.5271283749998,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
6800.jpg,9190.jpg,0 Points,0 Points,295 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,20,20,20,,,,,,,,,,,,,,,,,,,703.7416218340004,p,0.24937691599916434,704.0304483340005,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
3280.jpg,9270.jpg,0 Points,0 Points,295 points,PS2_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,21,21,21,,,,,,,,,,,,,,,,,,,708.2903337919997,p,0.05636820799918496,708.3856904590002,,,,,,00004,B,2024-06-20_14h43.49.043,EPIDM,2022.2.5,None,
