L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,Encoding_Resp.stopped,participant,Group,date,expName,psychopyVersion,frameRate,
7380.jpg,1220.jpg,1 Points,1 Points,83 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,285.38363320799994,p,0.298589040999957,285.71294329200003,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3061.jpg,2717.jpg,4 Points,4 Points,87 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,289.99030954200003,q,0.11349745799992661,290.13401062500003,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5460.jpg,5800.jpg,0 Points,0 Points,87 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,294.419809542,q,0.09712012500000355,294.56690799999996,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2215.jpg,2512.jpg,1 Points,1 Points,88 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,298.830943042,q,0.05189187499996706,298.93422070799994,o,1.383254958000009,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3000.jpg,6200.jpg,5 Points,5 Points,93 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,304.628724667,p,0.7698005410000519,305.441988375,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1945.jpg,2800.jpg,4 Points,4 Points,97 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,309.702429958,p,0.2275520830000346,309.96994720799995,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5660.jpg,5201.jpg,0 Points,0 Points,97 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,314.22955999999994,q,0.04327720800000634,314.31308629200004,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3266.jpg,7360.jpg,1 Points,1 Points,98 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,318.579316708,p,0.34746591699996543,318.968875125,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4664.1.jpg,3030.jpg,0 Points,0 Points,98 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,323.23452225,p,0.3558385419999581,323.62764824999994,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5410.jpg,1450.jpg,5 Points,5 Points,103 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,327.88591808300004,p,0.37096604100003105,328.29021566700004,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9101.jpg,9571.jpg,2 Points,2 Points,105 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,332.56617254199995,q,0.5314062909999961,333.137131583,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9110.jpg,3051.jpg,1 Points,1 Points,106 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,337.398453792,p,0.19240520800002514,337.63701558299994,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2100.jpg,7205.jpg,5 Points,5 Points,111 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,341.88763758299996,q,0.1774923749999857,342.11241354199996,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3160.jpg,6210.jpg,1 Points,1 Points,112 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,346.38094366699994,p,0.2832132489999708,346.705262333,,,357.06454483299996,space,0.9162483330000555,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4235.jpg,1720.jpg,4 Points,4 Points,116 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,361.299317292,p,0.8636477079999736,362.20891783299993,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6571.jpg,4003.jpg,2 Points,2 Points,118 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,366.461578083,p,0.5121837910000409,367.0217535,o,1.1829841660000397,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6260.jpg,3062.jpg,3 Points,3 Points,121 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,372.514097458,p,0.3900317079999809,372.940714917,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6150.jpg,2206.jpg,0 Points,0 Points,121 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,377.20679212499994,p,0.6358637919999524,377.89916191699996,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9300.jpg,1050.jpg,4 Points,4 Points,125 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,382.157879292,p,0.5980434999999602,382.791023833,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3140.jpg,3180.jpg,5 Points,5 Points,130 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,387.0557835,q,0.1599371670000096,387.25803004200003,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2320.jpg,2791.jpg,4 Points,4 Points,134 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,391.526848208,p,0.399579373999984,391.956382292,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8311.jpg,4609.jpg,2 Points,2 Points,136 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,396.22627095799993,p,0.333300166000015,396.59445729199996,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9042.jpg,2753.jpg,0 Points,0 Points,136 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,400.86072637499996,p,0.38377174999999397,401.27313524999994,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5471.jpg,4650.jpg,2 Points,2 Points,138 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,405.5399295,q,0.25108712499996955,405.826740625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4302.jpg,9401.jpg,2 Points,2 Points,140 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,410.09790683299997,p,0.16084929099991996,410.3054345,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1610.jpg,4561.jpg,4 Points,4 Points,144 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,414.56306649999993,p,0.31969716600002585,414.930850542,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9405.jpg,6250.2.jpg,3 Points,3 Points,147 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,419.19186941699996,q,0.24974166599992031,419.497629958,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1090.jpg,4651.jpg,5 Points,5 Points,152 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,423.75529824999995,p,0.22182166699991512,424.028090792,o,1.413151292000009,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9006.jpg,3060.jpg,1 Points,1 Points,153 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,429.735426208,p,0.4098762909999891,430.19646408299997,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4530.jpg,7185.jpg,1 Points,1 Points,154 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,,,,,,,434.447035708,p,0.13760662500004628,434.62436575,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6550.jpg,9582.jpg,5 Points,5 Points,159 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,,,,,,,438.904839083,q,0.215134374999991,439.16074075,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4666.jpg,4210.jpg,1 Points,1 Points,160 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,443.42059587499995,p,0.3585514160000116,443.842750125,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4770.jpg,4275.jpg,3 Points,3 Points,163 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,448.10866570799993,q,0.8039788330000306,448.964728,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9594.jpg,1080.jpg,4 Points,4 Points,167 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,453.210276792,p,0.1523342080000134,453.41289975,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2606.jpg,2480.jpg,1 Points,1 Points,168 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,457.675622625,q,0.11567816600000924,457.82943325,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1052.jpg,1201.jpg,3 Points,3 Points,171 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,462.10550541699996,q,0.710907124999892,462.854361,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4635.jpg,3100.jpg,2 Points,2 Points,173 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,467.132715208,q,0.2683115830000702,467.4443855,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2620.jpg,4005.jpg,0 Points,0 Points,173 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,471.696185458,q,0.7623357079999664,472.49991733300004,,,482.91148912499995,space,0.5255564579999259,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4290.jpg,4240.jpg,3 Points,3 Points,176 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,486.729981042,p,0.2240950830000088,486.996870042,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7620.jpg,5395.jpg,1 Points,1 Points,177 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,491.26262575000004,q,0.09332824999995637,491.3971565,a,1.6956208749999746,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5970.jpg,3300.jpg,0 Points,0 Points,177 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,497.38996245799996,q,1.3118574160000094,498.73677079199996,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5120.jpg,5520.jpg,2 Points,2 Points,179 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,503.004940125,q,0.5899712909999266,503.630876042,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9452.jpg,7184.jpg,4 Points,4 Points,183 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,507.90394629199994,q,0.13484033299999965,508.075161958,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6570.1.jpg,9432.jpg,5 Points,5 Points,188 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,512.344066208,p,0.21416220800000474,512.5940466249999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2389.jpg,4750.jpg,0 Points,0 Points,188 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,6,6,6,,,,,,,,,,,,,,,,,,,516.8603659999999,p,0.27246079200000395,517.1776917499999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9330.jpg,3015.jpg,5 Points,5 Points,193 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,7,7,7,,,,,,,,,,,,,,,,,,,521.429813083,p,0.38917920800003003,521.8607186669999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9560.jpg,3071.jpg,1 Points,1 Points,194 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,8,8,8,,,,,,,,,,,,,,,,,,,526.1371100419999,p,0.2933814170000346,526.472129625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5994.jpg,5390.jpg,0 Points,0 Points,194 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,9,9,9,,,,,,,,,,,,,,,,,,,530.736500833,q,0.1947573740000621,530.971534792,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2692.jpg,8231.jpg,4 Points,4 Points,198 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,10,10,10,,,,,,,,,,,,,,,,,,,535.2379108749999,p,0.15365495800000417,535.4205039579999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4550.jpg,9404.jpg,5 Points,5 Points,203 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,11,11,11,,,,,,,,,,,,,,,,,,,539.7077777919999,q,0.5833837079999853,540.324494875,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4180.jpg,2630.jpg,0 Points,0 Points,203 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,12,12,12,,,,,,,,,,,,,,,,,,,544.5893237079999,q,0.19056600000004664,544.832211833,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4460.jpg,2351.jpg,2 Points,2 Points,205 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,13,13,13,,,,,,,,,,,,,,,,,,,549.095634708,p,0.08843570799996314,549.225273042,o,1.9740985829999431,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6561.jpg,1525.jpg,2 Points,2 Points,207 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,14,14,14,,,,,,,,,,,,,,,,,,,555.520463417,p,0.3678918329999874,555.930897167,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9070.jpg,9420.jpg,2 Points,2 Points,209 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,560.1918557920001,p,0.29482504100002416,560.5208452500001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2516.jpg,8500.jpg,4 Points,4 Points,213 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,564.7806002079999,p,0.01957520800004886,564.8592256249999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9140.jpg,2810.jpg,3 Points,3 Points,216 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,17,17,17,,,,,,,,,,,,,,,,,,,569.1211713749999,q,0.09657287500004941,569.2572781250001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4652.jpg,4004.jpg,2 Points,2 Points,218 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,573.5280258749999,p,0.12017404199997372,573.6915598749999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2661.jpg,2870.jpg,5 Points,5 Points,223 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,19,19,19,,,,,,,,,,,,,,,,,,,577.954926917,p,1.648326582999914,579.6401150419999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6010.jpg,7361.jpg,2 Points,2 Points,225 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,20,20,20,,,,,,,,,,,,,,,,,,,583.9061355829999,p,0.6270897920000493,584.573041458,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4220.jpg,4534.jpg,0 Points,0 Points,225 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,21,21,21,,,,,,,,,,,,,,,,,,,588.840384333,q,0.6492067080000083,589.527879875,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1310.jpg,3181.jpg,4 Points,4 Points,229 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,22,22,22,,,,,,,,,,,,,,,,,,,593.78597825,q,0.2399456659999828,594.0721114999999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2383.jpg,1616.jpg,2 Points,2 Points,231 Points,PS1_L4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,23,23,23,,,,,,,,,,,,,,,,,,,598.330176125,q,0.19757245800002465,598.577044333,,,608.95546575,space,1.6632619579999641,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4510.jpg,4659.jpg,5 Points,5 Points,236 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,613.920798292,p,0.18870591600006037,614.161900667,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2730.jpg,1051.jpg,0 Points,0 Points,236 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,,,618.4219384170001,q,0.6412638749999928,619.1068360419999,o,2.668771749999962,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7002.jpg,4660.jpg,4 Points,4 Points,240 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,2,2,2,,,,,,,,,,,,,,,,,,,626.0747160829999,p,0.7637626249999698,626.8830942499999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2900.jpg,1101.jpg,3 Points,3 Points,243 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,631.1424487500001,p,0.37192983299991056,631.5649719170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2485.jpg,7350.jpg,0 Points,0 Points,243 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,635.825801125,p,0.21996866599994291,636.0934050000001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6242.jpg,3261.jpg,4 Points,4 Points,247 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,640.3492324169999,q,0.18415108300001748,640.576667667,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3170.jpg,6560.jpg,2 Points,2 Points,249 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,6,6,6,,,,,,,,,,,,,,,,,,,644.8257376669999,q,0.4621601660000465,645.316094083,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4683.jpg,7270.jpg,3 Points,3 Points,252 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,7,7,7,,,,,,,,,,,,,,,,,,,649.589940417,p,1.1888549580000358,650.826834833,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2597.jpg,5870.jpg,5 Points,5 Points,257 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,8,8,8,,,,,,,,,,,,,,,,,,,655.0839595,q,0.296338832999993,655.4327185,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6312.jpg,3230.jpg,2 Points,2 Points,259 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,9,9,9,,,,,,,,,,,,,,,,,,,659.7028701250001,p,0.5206638329999009,660.273942708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3130.jpg,3500.jpg,4 Points,4 Points,263 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,10,10,10,,,,,,,,,,,,,,,,,,,664.528652167,q,1.1477963740001655,665.713812833,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2749.jpg,7282.jpg,3 Points,3 Points,266 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,11,11,11,,,,,,,,,,,,,,,,,,,669.9858850420001,p,0.6518444579999709,670.681027958,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5300.jpg,2372.jpg,1 Points,1 Points,267 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,12,12,12,,,,,,,,,,,,,,,,,,,674.9397833330002,q,0.8687938749999944,675.853566708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6510.jpg,4664.2.jpg,2 Points,2 Points,269 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,13,13,13,,,,,,,,,,,,,,,,,,,680.108833,p,0.7493584580000174,680.9046170420002,o,3.8816587919998824,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
