L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,Encoding_Resp.stopped,participant,Group,date,expName,psychopyVersion,frameRate,
2260.jpg,2830.jpg,5 Points,5 Points,274 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,14,14,14,,,,,,,,,,,,,,,,,,,689.0913560420001,p,0.6148289579999187,689.748828708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2710.jpg,9252.jpg,1 Points,1 Points,275 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,15,15,15,,,,,,,,,,,,,,,,,,,694.0150901670002,q,0.3602382910001438,694.415550083,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3064.jpg,3168.jpg,4 Points,4 Points,279 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,16,16,16,,,,,,,,,,,,,,,,,,,698.6751987080002,p,0.0994838330000789,698.8111162499999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1640.jpg,5531.jpg,3 Points,3 Points,282 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,17,17,17,,,,,,,,,,,,,,,,,,,703.0717252920001,p,0.18233783299984907,703.3020528330001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3530.jpg,6213.jpg,1 Points,1 Points,283 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,18,18,18,,,,,,,,,,,,,,,,,,,707.5614504580001,p,0.1592675830000303,707.759298292,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9090.jpg,7580.jpg,3 Points,3 Points,286 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,19,19,19,,,,,,,,,,,,,,,,,,,712.02836,p,0.4874712920000661,712.5546245830001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8230.jpg,2682.jpg,5 Points,5 Points,291 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,20,20,20,,,,,,,,,,,,,,,,,,,716.8205279169999,q,0.18505295799997157,717.0510785000001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9592.jpg,1300.jpg,2 Points,2 Points,293 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,21,21,21,,,,,,,,,,,,,,,,,,,721.320666958,q,0.34142012500007013,721.7030842500001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2490.jpg,2590.jpg,4 Points,4 Points,297 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,22,22,22,,,,,,,,,,,,,,,,,,,725.9853524580001,p,0.3336447489999159,726.3557572080001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2190.jpg,4656.jpg,2 Points,2 Points,299 Points,PS1_L5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,0,23,23,23,,,,,,,,,,,,,,,,,,,730.6114265830001,q,0.44627800000017714,731.111900458,,,741.485890292,space,5.907775749999985,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1930.jpg,9008.jpg,1 Points,1 Points,300 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,750.69935225,None,,,,,,,,754.402641917,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4613.jpg,2720.jpg,4 Points,4 Points,304 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,1,1,1,,,,,,,,,,,,,,,,,,,758.200927292,q,0.779137374999948,759.02096925,a,3.270491125000092,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3280.jpg,9270.jpg,0 Points,0 Points,304 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,2,2,2,,,,,,,,,,,,,,,,,,,766.579549417,q,1.0578294170000504,767.6687515000001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6800.jpg,9190.jpg,0 Points,0 Points,304 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,,,,,,,771.9530467920001,q,0.03268991599981064,772.0188967500001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5600.jpg,9080.jpg,5 Points,5 Points,309 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,4,4,4,,,,,,,,,,,,,,,,,,,776.290550292,p,0.18549070799991796,776.5322699580001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9005.jpg,9041.jpg,4 Points,4 Points,313 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,780.776889125,q,0.8842047500000376,781.71014225,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5200.jpg,5020.jpg,0 Points,0 Points,313 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,,,,,,,785.9865380830001,p,0.07200774999984105,786.0970084580001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1850.jpg,5623.jpg,5 Points,5 Points,318 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,7,7,7,,,,,,,,,,,,,,,,,,,790.3745665420001,p,0.8206015829999274,791.2438144170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9440.jpg,6350.jpg,4 Points,4 Points,322 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,8,8,8,,,,,,,,,,,,,,,,,,,795.5047119580001,p,1.2595480409998459,796.8002034170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5990.jpg,5780.jpg,3 Points,3 Points,325 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,9,9,9,,,,,,,,,,,,,,,,,,,801.061451625,q,0.08484529200001134,801.18731675,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6244.jpg,9265.jpg,0 Points,0 Points,325 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,10,10,10,,,,,,,,,,,,,,,,,,,805.450577333,p,0.7466652920000456,806.2375643750001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5000.jpg,8180.jpg,4 Points,4 Points,329 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,11,11,11,,,,,,,,,,,,,,,,,,,810.5109870000001,p,0.6668087920000403,811.2178133750001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5982.jpg,5260.jpg,1 Points,1 Points,330 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,12,12,12,,,,,,,,,,,,,,,,,,,815.4858205,q,0.016069415999993453,815.54621875,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1301.jpg,1070.jpg,2 Points,2 Points,332 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,13,13,13,,,,,,,,,,,,,,,,,,,819.8021055419999,q,0.3728682499998399,820.216815708,o,1.4311981240001046,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7920.jpg,9102.jpg,3 Points,3 Points,335 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,14,14,14,,,,,,,,,,,,,,,,,,,825.9432837080001,p,0.33893399899994847,826.3308175,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5455.jpg,5220.jpg,0 Points,0 Points,335 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,15,15,15,,,,,,,,,,,,,,,,,,,830.587562333,p,0.4668512910000686,831.092194333,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3350.jpg,3210.jpg,1 Points,1 Points,336 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,16,16,16,,,,,,,,,,,,,,,,,,,835.3593015829999,q,1.1047988329999612,836.4921111250001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2560.jpg,5270.jpg,4 Points,4 Points,340 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,17,17,17,,,,,,,,,,,,,,,,,,,840.770965125,p,0.3562587079998707,841.1620907500001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9584.jpg,3400.jpg,2 Points,2 Points,342 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,18,18,18,,,,,,,,,,,,,,,,,,,845.439228667,q,0.03902262499997278,845.5216575,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5760.jpg,1602.jpg,1 Points,1 Points,343 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,19,19,19,,,,,,,,,,,,,,,,,,,849.7756505,p,0.2662143329999367,850.0778351250001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7230.jpg,7570.jpg,5 Points,5 Points,348 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,20,20,20,,,,,,,,,,,,,,,,,,,854.344090667,q,1.0957335410001292,855.4844510830001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1022.jpg,6930.jpg,1 Points,1 Points,349 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,21,21,21,,,,,,,,,,,,,,,,,,,859.7338010830001,p,0.897525041999927,860.676856417,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8340.jpg,7546.jpg,2 Points,2 Points,351 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,22,22,22,,,,,,,,,,,,,,,,,,,864.9515699170001,q,0.16227858300004527,865.1589632079999,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6243.jpg,2752.jpg,2 Points,2 Points,353 Points,PS1_L6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,0,23,23,23,,,,,,,,,,,,,,,,,,,869.42587475,q,3.299008790999835,872.767379958,,,883.1314910420001,space,3.3747042910000005,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7280.jpg,7160.jpg,0 Points,0 Points,353 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,889.8083045830001,p,1.0034951660000502,890.863216208,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2580.jpg,8300.jpg,3 Points,3 Points,356 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,1,1,1,,,,,,,,,,,,,,,,,,,895.109160667,q,0.6473788330000048,895.805432458,o,2.494489291999855,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5972.jpg,6838.jpg,5 Points,5 Points,361 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,2,2,2,,,,,,,,,,,,,,,,,,,902.6020968330001,p,1.5459997489998045,904.183490917,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5621.jpg,5534.jpg,3 Points,3 Points,364 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,3,3,3,,,,,,,,,,,,,,,,,,,908.4527237500001,p,0.4752924160000589,908.978826,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8480.jpg,6410.jpg,1 Points,1 Points,365 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,4,4,4,,,,,,,,,,,,,,,,,,,913.235387167,p,0.07429149900013954,913.3449390830001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2702.jpg,1590.jpg,5 Points,5 Points,370 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,5,5,5,,,,,,,,,,,,,,,,,,,917.6087634580001,q,0.11825624900012599,917.77176375,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1275.jpg,3150.jpg,1 Points,1 Points,371 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,6,6,6,,,,,,,,,,,,,,,,,,,922.0239125830001,p,0.04752358299998605,922.1266082920001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1910.jpg,2575.jpg,2 Points,2 Points,373 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,7,7,7,,,,,,,,,,,,,,,,,,,926.3880335000001,q,0.0036564160000693846,926.4351349170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2518.jpg,2381.jpg,4 Points,4 Points,377 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,8,8,8,,,,,,,,,,,,,,,,,,,930.7106328750001,q,0.13387266700016198,930.8865694170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6250.1.jpg,3301.jpg,0 Points,0 Points,377 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,9,9,9,,,,,,,,,,,,,,,,,,,935.160792833,p,0.154757082999879,935.3550438330001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
7234.jpg,5533.jpg,3 Points,3 Points,380 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,10,10,10,,,,,,,,,,,,,,,,,,,939.6128833330001,p,0.03709191600006534,939.7089880420001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9920.jpg,3068.jpg,5 Points,5 Points,385 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,11,11,11,,,,,,,,,,,,,,,,,,,943.9711300420001,q,0.22812829100013232,944.2342678750001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3022.jpg,2352.2.jpg,1 Points,1 Points,386 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,12,12,12,,,,,,,,,,,,,,,,,,,948.4915344579999,p,0.5700477910000359,949.0995000830001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8250.jpg,1313.jpg,4 Points,4 Points,390 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,13,13,13,,,,,,,,,,,,,,,,,,,953.38588125,q,0.05581670799989524,953.486698708,o,1.0242094159999056,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2690.jpg,9360.jpg,1 Points,1 Points,391 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,14,14,14,,,,,,,,,,,,,,,,,,,958.8212920000001,p,0.8188001250001093,959.682588208,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9570.jpg,6610.jpg,0 Points,0 Points,391 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,15,15,15,,,,,,,,,,,,,,,,,,,963.9557526670001,q,0.22980295799976602,964.2298738750001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3110.jpg,9000.jpg,4 Points,4 Points,395 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,16,16,16,,,,,,,,,,,,,,,,,,,968.481141125,p,0.11902800000012803,968.632543792,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8465.jpg,8400.jpg,1 Points,1 Points,396 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,17,17,17,,,,,,,,,,,,,,,,,,,972.8985702919999,q,0.11345566599999302,973.051873458,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1540.jpg,2600.jpg,0 Points,0 Points,396 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,18,18,18,,,,,,,,,,,,,,,,,,,977.3088440000001,p,0.6940304160000892,978.053104583,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2276.jpg,6540.jpg,3 Points,3 Points,399 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,19,19,19,,,,,,,,,,,,,,,,,,,982.319553583,q,1.4245375409998928,983.7826735420001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5030.jpg,1670.jpg,3 Points,3 Points,402 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,20,20,20,,,,,,,,,,,,,,,,,,,988.046290792,p,0.3276766239999347,988.4034388750001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9040.jpg,1120.jpg,3 Points,3 Points,405 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,21,21,21,,,,,,,,,,,,,,,,,,,992.674073917,q,0.16568645800003878,992.869025167,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3220.jpg,3063.jpg,5 Points,5 Points,410 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,22,22,22,,,,,,,,,,,,,,,,,,,997.139530375,p,0.2985634159998085,997.479188,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8117.jpg,2880.jpg,5 Points,5 Points,415 Points,PS1_L7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,0,23,23,23,,,,,,,,,,,,,,,,,,,1001.7517104170001,q,1.1332071249999558,1002.9256202920001,,,1013.2893529170001,space,0.4175073739998538,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4274.jpg,8160.jpg,2 Points,2 Points,417 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,1017.0062937499999,q,0.4545759999999177,1017.5014966250001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6314.jpg,9045.jpg,2 Points,2 Points,419 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,1,1,1,,,,,,,,,,,,,,,,,,,1021.7686349170001,p,0.20988541599996324,1022.011420375,a,1.4243872909999595,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1560.jpg,8185.jpg,0 Points,0 Points,419 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,2,2,2,,,,,,,,,,,,,,,,,,,1027.751401042,q,0.29699533299987024,1028.0853656250001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2850.jpg,4532.jpg,3 Points,3 Points,422 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,3,3,3,,,,,,,,,,,,,,,,,,,1032.339897,p,0.11174762399997462,1032.484098542,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1390.jpg,9421.jpg,2 Points,2 Points,424 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,4,4,4,,,,,,,,,,,,,,,,,,,1036.7480237500001,q,0.08954841599990004,1036.873998417,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9800.jpg,9433.jpg,1 Points,1 Points,425 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,5,5,5,,,,,,,,,,,,,,,,,,,1041.136913375,p,0.0682503329999804,1041.2599413750002,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
8161.jpg,1900.jpg,4 Points,4 Points,429 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,6,6,6,,,,,,,,,,,,,,,,,,,1045.521369375,q,0.024165249999953176,1045.581695667,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4230.jpg,6230.jpg,3 Points,3 Points,432 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,7,7,7,,,,,,,,,,,,,,,,,,,1049.851384708,p,0.05525758300001371,1049.944678458,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
1111.jpg,1040.jpg,0 Points,0 Points,432 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,8,8,8,,,,,,,,,,,,,,,,,,,1054.213975333,q,0.32252333299999236,1054.578138667,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
5622.jpg,4300.jpg,4 Points,4 Points,436 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,9,9,9,,,,,,,,,,,,,,,,,,,1058.847871875,p,0.6052756249999334,1059.5104329170001,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2681.jpg,7100.jpg,3 Points,3 Points,439 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,10,10,10,,,,,,,,,,,,,,,,,,,1063.765724917,q,1.7116280410000968,1065.519217083,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
6821.jpg,9622.jpg,2 Points,2 Points,441 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,11,11,11,,,,,,,,,,,,,,,,,,,1069.783065542,p,0.23450804100008327,1070.0518915,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
9490.jpg,9210.jpg,1 Points,1 Points,442 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,12,12,12,,,,,,,,,,,,,,,,,,,1074.320089667,q,0.3675873330001309,1074.72599775,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4605.jpg,1510.jpg,4 Points,4 Points,446 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,13,13,13,,,,,,,,,,,,,,,,,,,1078.99397775,p,0.21761037500010616,1079.252424875,o,3.695242499000017,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2240.jpg,5010.jpg,5 Points,5 Points,451 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,14,14,14,,,,,,,,,,,,,,,,,,,1087.233426458,p,1.4605396669999777,1088.740217708,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
3102.jpg,4490.jpg,1 Points,1 Points,452 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,15,15,15,,,,,,,,,,,,,,,,,,,1093.0082709170001,q,0.32961208299985856,1093.386623625,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
4100.jpg,6570.2.jpg,3 Points,3 Points,455 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,16,16,16,,,,,,,,,,,,,,,,,,,1097.639613792,q,0.7750202499999546,1098.457222583,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
2650.jpg,4531.jpg,5 Points,5 Points,460 Points,PS1_L8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,0,17,17,17,,,,,,,,,,,,,,,,,,,1102.711246708,q,0.24924399899992977,1103.006158375,,,,,,,02138,A,2024-05-29_23h21.03.857,EPIDM,2022.2.5,None,
